,AAPL,MSFT,GOOGL,AMZN,TSLA
2023-02-17,96.04459142649661,98.35549159614443,84.81915016985975,110.98214760471305,116.86125580628179
2023-02-20,94.68554856752466,99.17657540501912,84.1615152333198,111.30228277435248,116.89174273745637
2023-02-21,94.97020771063414,99.60828055286471,85.29225731332882,111.70156493388063,116.70275424856831
2023-02-22,92.78436946997921,98.87166797913622,83.92369162886949,110.19982291943242,118.23987413130052
2023-02-23,91.35194279368383,98.67337202424848,84.6661697881012,108.95548818067635,119.41429408111755
2023-02-24,91.6134226413696,98.11004454442484,86.5731507448778,110.28307608948612,116.87441292368446
2023-02-27,92.47107076348604,97.4270277423687,83.44139580208916,110.30126103067226,119.38388946547624
2023-02-28,92.70746560034621,98.57129135378209,82.51908227194326,111.19431603673897,121.7860460085098
2023-03-01,92.62516182321141,99.09778046503308,83.30764138108285,111.2956698934771,120.81688753405513
2023-03-02,92.33679706176872,98.27449347296628,83.12888977525752,111.39887631967804,121.58301755787082
2023-03-03,90.74470164058856,99.49258600552247,83.66649994202562,112.61547702367129,122.52120350329815
2023-03-06,90.00620941638705,99.95969312785988,82.98379989313331,112.04378545431426,123.06635335524756
2023-03-07,89.55368832488348,101.08595973645664,83.16626855698372,112.2294788183889,122.2166697587028
2023-03-08,90.73449550146331,101.98412617319899,83.04691177718261,111.72612644373807,121.16527309544858
2023-03-09,91.15399913500288,100.95643874823945,84.57636440552665,111.25917173470458,121.21885759005964
2023-03-10,89.27107820500747,100.29190777801979,84.9752529828227,110.94754665955901,123.30602888381432
2023-03-13,89.66288964863196,101.33642963073007,85.48204878476996,111.28521235447771,124.34308217601271
2023-03-14,89.29339001328094,102.21145079634483,85.03086132500519,110.76592941960182,123.79739004485086
2023-03-15,88.6127007861049,102.25522584274287,84.48546544189293,112.36243391536217,125.23390796479612
2023-03-16,89.30743459203006,102.4827698958439,84.01332916336099,111.32412858307717,120.33981734976695
2023-03-17,90.45699937836274,104.25671012251907,84.58602972476032,111.16208650785235,122.37148076749315
2023-03-20,91.51311753992361,103.5279110911706,84.12801606438772,110.69108811841637,119.48889903501751
2023-03-21,90.63728115656274,104.33669866640219,84.56940403608623,112.5193458928138,118.97818278749688
2023-03-22,90.34628576857563,104.13548487542444,87.27824762988064,112.83013586408659,117.20833728234406
2023-03-23,90.7505999591191,103.91369132543491,88.49725161648678,114.17848870097254,115.17763946905694
2023-03-24,91.85835092598127,105.47074437159081,88.14411634455432,112.38118637325157,117.14159962947011
2023-03-27,91.37608623790807,106.67631849032615,89.81164514491317,112.77874076777199,116.4682911729895
2023-03-28,91.21819679307734,107.87916068259378,89.34272681663076,113.95005386189774,117.12645981578767
2023-03-29,90.05279131493853,109.78551754913298,86.6917612172957,114.12156280932383,117.14322200548753
2023-03-30,88.8051567647414,109.89234434053161,85.45889213610413,115.52757288800576,118.01928597649902
2023-03-31,89.71543713952117,110.94350732126273,83.13766806420597,114.93951756138455,118.24063191150435
2023-04-03,91.2204028624431,110.57368070802589,82.77413179511898,116.79036813528569,116.21139905847512
2023-04-04,91.18718755626554,111.11705775235394,82.87149699393191,119.81382309595998,117.92525403065078
2023-04-05,92.33089326099122,111.00684522003344,85.0300143864975,119.40750756379555,117.20442504689484
2023-04-06,92.77774083435776,111.22452382063534,85.52352098886294,118.89399226570146,114.74405257634086
2023-04-07,92.1058966639764,112.16292972509522,85.31941842763909,120.86611417165763,114.14811645886151
2023-04-10,92.55138960785767,111.04838139899202,86.45767193163216,123.03871806055145,116.63775959904203
2023-04-11,94.30583436059108,114.14674612889264,83.66793966923085,122.4048889892613,118.11942123499644
2023-04-12,94.31244402365017,112.73381191276796,84.03894158442846,121.91256979493978,117.63736053538398
2023-04-13,96.13038465213302,111.03328414199862,85.08631705683247,121.60783339307343,117.15626986105494
2023-04-14,93.15640458989881,112.78266253880653,83.2757828706192,119.8823452418473,116.72245299694302
2023-04-17,94.12176857896611,114.0223261465349,84.77943627559516,118.74284300113176,120.20947462390805
2023-04-18,94.2671457514019,115.02726848818516,85.28620078737356,117.5025088833402,120.94841384434918
2023-04-19,93.97604049043233,116.04738685489421,84.83168344193949,116.58061084631339,121.77335254703145
2023-04-20,94.12650828409113,116.11014434787089,85.71323122133717,116.60607977387562,123.62722621286576
2023-04-21,91.92857647536859,114.83707709924467,88.70979945874076,116.97646290139004,124.13941977315817
2023-04-24,91.73221127631955,115.03063031383311,89.0316380634719,119.04174147626965,123.78852852547102
2023-04-25,92.17118209226986,114.09852535455758,89.44325881871995,117.80586268134184,123.54727732376942
2023-04-26,93.85189857664741,115.624770729458,88.90745671422512,119.15209464135077,123.52226917647859
2023-04-27,93.31513679840717,115.48466288070524,87.85411090288764,118.94311648892273,123.55671814017452
2023-04-28,92.45645807295098,114.32618269347459,89.02740582640001,118.94976531324528,124.91421277275731
2023-05-01,91.94599815323168,113.9285544075371,87.96430665878468,119.90410099487548,125.10498705502914
2023-05-02,93.00198188939268,114.6198852831377,88.13790365133531,118.49523473418407,126.48826802793786
2023-05-03,93.41537693729762,113.86013663637809,87.58573187430162,119.06478293405047,126.4465228364932
2023-05-04,92.86823163631095,112.72280308642621,88.29383601185383,119.3542263602485,126.68688410419517
2023-05-05,93.48666061856605,113.15880742081059,88.81520507237815,120.07237643205866,123.24419215194314
2023-05-08,93.64230941979032,113.59838021158532,90.27737860074403,120.52635268681802,124.92383640187717
2023-05-09,94.77760442155714,112.92925607117421,89.66798408850472,123.85388057519393,125.62976084649371
2023-05-10,94.02652629879466,112.31678447977549,89.3856981531278,123.05934061321668,127.48558145510762
2023-05-11,93.70383236061373,112.734226565347,88.15383311053336,122.41439073093296,122.41833870723065
2023-05-12,93.30977983701412,110.69090783682157,87.64567925181956,121.64874431866907,126.09544844560088
2023-05-15,91.71771163575198,108.743076714176,88.22059173307065,120.9784295307807,125.94990216970923
2023-05-16,92.08948418174555,107.8035610120113,89.30172002106518,120.20280555818772,128.0047193344044
2023-05-17,92.42401426813208,107.5798887851684,88.14682732519145,121.84708159335875,126.24354298116951
2023-05-18,92.47589754954234,108.09001092460151,89.3759545129919,123.82411710940863,127.42756029905553
2023-05-19,92.26181162976782,110.23880043714955,91.2738142861232,123.12101786458732,125.65022389454693
2023-05-22,90.74092651011063,111.54508338204275,91.92199742762433,122.06760535606165,124.653470139684
2023-05-23,90.3282600175272,111.39124030382013,94.59250952312128,122.7738361683278,128.09346201881488
2023-05-24,90.00194247600862,111.44167706523878,93.5797228489157,122.1017165127926,127.85398442439222
2023-05-25,89.1804652956351,110.06728004105342,91.9168279668025,123.02508021791887,128.34546284046397
2023-05-26,89.05245311053997,110.11783716027388,89.54713826517857,123.37350609615085,130.01150864910554
2023-05-29,89.52875997686424,109.78169560134438,91.63722799179357,121.39050087587857,131.0177387569398
2023-05-30,91.59993897470734,110.31911446809255,92.61916531960593,123.5297119228764,131.39845857540024
2023-05-31,91.8376347482155,109.20996584122736,92.6252994810292,126.04411651769848,132.1749517265593
2023-06-01,92.1673873901391,110.02374441335672,93.09764491843461,125.27012048746356,136.72809043334877
2023-06-02,92.13113325713776,112.2930508018619,91.60972710358664,124.81104092736608,136.72717939241488
2023-06-05,90.05585602544622,112.2128868220367,95.05299592921617,125.27839827871881,137.2215010120306
2023-06-06,90.07223119645737,112.87743985890278,95.32278653281637,125.81446763805921,139.34969143855096
2023-06-07,90.18236814479341,113.9691759967426,95.56499429050473,126.80135468654872,141.61793695859194
2023-06-08,92.89315141308069,113.45450645448025,96.69137103440295,129.68129874519948,144.08469826988986
2023-06-09,92.72516979405869,113.86444053400986,97.47603489978633,129.5066933154679,145.48840354694286
2023-06-12,93.10706472118169,113.96278538909365,97.8911132356582,128.4471641308039,143.27667882978784
2023-06-13,93.11483532167988,114.18726806220137,96.8185088711519,126.57536635331729,146.66775720346698
2023-06-14,91.85553758313664,113.1197167695954,97.59034847890352,125.63361645970205,144.43124470038566
2023-06-15,93.16116059980281,113.234944162946,100.433191189387,125.6632161541284,145.15872993323532
2023-06-16,94.04835262832385,114.04728913699151,102.55045349234022,128.21922312356847,143.74200077546823
2023-06-19,94.98811982258731,116.27860916941488,105.09347906638035,127.56610975237624,143.72792313636867
2023-06-20,93.9990418282442,117.81005900299526,104.3821816876987,127.95667476062798,144.50443821301295
2023-06-21,95.62837720247957,121.19019122502482,102.92666899900883,128.01033315459887,145.27016737796413
2023-06-22,94.06751048450805,120.06608938641034,102.82510057076541,129.76053216187213,146.24447849209844
2023-06-23,94.77699446963787,121.51170530702832,103.00359195693486,133.44524554067223,149.66542315661638
2023-06-26,97.31564057567324,121.88638009777506,104.78688004006588,132.74605163672214,150.73545313927153
2023-06-27,96.20756227203829,125.44149354838959,102.22096691021223,132.11101657909887,150.34079864697802
2023-06-28,95.60188056415103,124.21117871995526,104.65824746932775,133.70767989340524,152.49025417373642
2023-06-29,95.76400379927105,122.94218962747507,104.50438744577633,134.79081992052818,155.15160357771128
2023-06-30,95.2333076677272,122.0702707846069,103.92927722357173,137.60980555296177,152.60921036541095
2023-07-03,93.5088266301233,118.78528113375415,102.44500443013888,138.57626812072914,154.00766027475166
2023-07-04,93.63251596333095,118.05655537579595,99.994227947918,138.11173095342937,155.6426700318557
2023-07-05,92.48573818811222,116.97412733230725,101.31890735826177,139.0919379636935,155.11879407354343
2023-07-06,93.05758760377743,117.28470758652018,101.52152181976307,140.87172215262794,158.23046085511746
2023-07-07,92.07740358291234,117.88788262773538,99.6485092849553,142.2276553023885,158.02463811814096
2023-07-10,93.8360095135579,120.84571564545459,97.80240290767081,143.10662425201193,158.42887625925948
2023-07-11,93.00095915762041,122.42341808200361,97.39781681353466,144.87161858058698,158.17174531539882
2023-07-12,92.6880352782206,121.59096974806849,99.92386064033657,146.8219167443924,158.3327810236995
2023-07-13,93.63921904637571,120.25597498226533,99.62470156465648,149.14225344984493,156.02937928266684
2023-07-14,92.30295257578378,121.10918501931869,97.46811127436355,150.2959894010883,153.00853935123996
2023-07-17,92.60104673475155,119.11536066824195,97.196550889782,150.10987804522057,156.5465666526919
2023-07-18,94.09986070545851,122.03475474947854,96.88641093069546,150.44219888140648,154.8155594296793
2023-07-19,92.33174325430838,123.9913039941641,93.05423368770998,152.52907268154348,152.79065042048768
2023-07-20,92.58247991820022,123.32183979517193,93.06219699007404,151.24991928145465,148.30663267589225
2023-07-21,92.91749828111442,120.66169535775495,92.82358384623375,151.95404912331432,147.09860626911347
2023-07-24,93.83569733438904,122.86984551204813,93.87649061987346,151.38775787547283,144.49153985002093
2023-07-25,92.48977359277407,122.77289899372145,96.56458210398677,151.52645828743903,147.92873526713348
2023-07-26,91.0704736813715,124.83445388457216,98.28328444724902,153.74828627356197,150.13841176363348
2023-07-27,91.68641050558891,122.33432442371867,97.97533044837482,154.16372794170798,148.81207329473028
2023-07-28,92.05900721480882,121.46674465019176,96.43732462239856,154.33497332361446,153.6237779435581
2023-07-31,92.38175819582321,121.56005152819786,100.24663723530229,152.11896733394565,155.8581922902404
2023-08-01,92.81201501152661,121.71938608845288,100.42590594189846,153.4589512545127,155.2740919928135
2023-08-02,92.10104744302416,121.09242765116997,100.53727218363848,154.64063520564758,149.96500992582676
2023-08-03,92.40378767211818,122.15768368534002,100.59137367186526,158.41321751653027,154.8948390927004
2023-08-04,92.77496164509705,120.54775956070891,100.98079018100645,157.9719479017551,152.00542851291664
2023-08-07,92.0260620210174,120.40901712935398,100.85300846516532,158.44754671608433,148.6254992732458
2023-08-08,94.132473622586,120.68160426547652,100.07594308424343,158.9772718057389,150.87212024665726
2023-08-09,94.7147766385482,121.57316433774108,99.345100068839,161.83122957581827,156.14608660075265
2023-08-10,93.40812549111223,122.78293809552557,99.38570250529311,161.75868858859187,159.2970864376082
2023-08-11,94.19075885626073,121.07375696774965,98.66501984797925,162.35221951880757,160.68213122451738
2023-08-14,93.13618216174487,118.74387603613754,97.69882421639657,163.53525767401123,162.14860646193037
2023-08-15,94.06242291319609,120.79930862536175,97.94272477979004,163.96906771005231,164.2156473573481
2023-08-16,95.41721781270812,121.40573107901702,97.65627578062734,163.26223481138328,166.09181117061163
2023-08-17,94.52523973931204,120.30939787351748,99.94728173980732,163.70875537821624,166.87853492004615
2023-08-18,95.6652626740931,122.81965053443955,96.06287589852546,165.74037272398806,167.25548273388574
2023-08-21,96.18696085505698,123.09031682588778,97.72213179571342,163.96833163597853,167.24272050655563
2023-08-22,97.18391195664321,125.06356087990372,99.63663323547867,164.3065436068686,165.61118343685348
2023-08-23,99.44455705933618,125.26087869475421,96.62752187328348,163.13974878972402,165.09291134062707
2023-08-24,99.20144918782347,128.70426555574898,96.2177908480789,165.38218831418072,161.312053300487
2023-08-25,98.35378927470298,131.7313166426846,95.76829856648999,162.71042980839815,161.2190158034605
2023-08-28,97.35312079212197,131.39717568834683,93.8325650319664,161.80768951229567,159.1166754215263
2023-08-29,96.44873722592968,133.14875553749985,92.82224631667538,162.57616772757174,156.78557627725834
2023-08-30,96.40772524441124,134.35906272541033,91.3594941681427,165.4733992969501,157.30587205248528
2023-08-31,96.85060533728999,136.8436587620422,93.84301583324857,165.45300422527978,160.49729861986214
2023-09-01,97.22060269683507,135.22288178515117,95.24457778144296,164.54182230182067,162.68911914233388
2023-09-04,98.23424404632758,136.52354592356147,97.14692882367468,168.04536652986053,159.24222340022433
2023-09-05,98.29868794058832,138.49761063818934,98.28598442921064,165.46954145678484,157.16334899164818
2023-09-06,100.0624031964966,135.42800314977578,96.70989234311249,161.56663363432085,159.35904617838858
2023-09-07,99.79464801302088,133.43960036343674,96.03603676896583,162.44558180240273,157.2945778604995
2023-09-08,103.10204523121558,129.99552183465977,96.8274331023961,161.64592775519972,156.9257434517563
2023-09-11,103.92768725209874,129.63123683356125,95.13954531231731,159.9270559238822,158.25972673059047
2023-09-12,102.91066226633671,130.93118527063402,96.24268609992335,161.26915113021067,156.24083550866573
2023-09-13,101.63964252317163,133.58000716422163,95.98236108956169,161.7984054965918,156.59632357678615
2023-09-14,102.2789222301845,133.80218172612754,95.52910242313071,160.89154728658283,153.79695180278105
2023-09-15,102.0557952971994,136.72870332481267,96.63383912963037,158.72219050225502,152.62515021648807
2023-09-18,102.98123785405393,134.37132014024078,97.36477262544712,160.34068553746445,153.4305450569516
2023-09-19,103.61754362951332,131.48986535230082,96.92522009090321,161.5836806775097,150.13149493768412
2023-09-20,103.57879616491152,131.48695678521634,98.69797723422037,161.50435367377392,151.17740796612617
2023-09-21,102.57806707598355,132.2354924171019,97.1863239582881,164.88189534566254,151.2567868109405
2023-09-22,100.76467490683723,132.27185298231606,98.17169941135953,163.0400108338938,152.54774221389573
2023-09-25,100.27514203645774,128.80940611182666,99.13344031709632,160.4018967960497,153.14798674608568
2023-09-26,101.35578573636361,128.75033920439498,98.76236436137515,159.27732089913545,156.19532018233463
2023-09-27,101.66685930512247,126.65710286310481,99.33439551489468,159.29301828756368,156.59410917648117
2023-09-28,100.19788854502008,127.84840703883191,97.55961730839739,159.81497912739772,155.777991169191
2023-09-29,100.45621584657131,128.54719794698636,98.9996367996216,159.48678362381224,156.16933119298963
2023-10-02,100.97093426490432,127.06653511733712,98.81415780747132,160.2001057053087,157.48211751560717
2023-10-03,99.95049279895423,126.30664293885306,98.12830402391054,158.0907615401855,157.71582743233557
2023-10-04,100.18484684649162,124.65584343554221,99.7606819410842,160.6963203002794,157.93162742459282
2023-10-05,100.30491884842661,124.64152942137434,98.79647945148949,160.6475227796234,156.5058390708185
2023-10-06,98.97932479221008,126.27643368731994,96.79813102012982,162.71831017641412,155.1785736415654
2023-10-09,99.4537770707637,124.74666558448966,94.62506741772009,163.42938574390925,152.25555650403842
2023-10-10,100.17276963054103,125.65140383783313,95.5703859659244,164.34855925382698,156.10671987876793
2023-10-11,101.5247629275243,124.87320083664497,93.82083240199121,165.47721313715672,153.5131495195048
2023-10-12,102.85936935105265,123.67350068775742,96.37481491387217,166.39144067794146,152.1467792098712
2023-10-13,101.21032460738022,123.587993487398,93.45186882706653,167.66765476802772,150.73824971059656
2023-10-16,100.12191884910703,122.01123930462559,95.91403077901512,170.2196701240078,152.74743098922033
2023-10-17,100.7907756392663,121.21847847962661,96.30394644437897,170.68977138155083,152.23888965518887
2023-10-18,101.46258964114591,119.41566725249034,96.25091218098838,172.12340182658562,155.0200489149918
2023-10-19,102.14041780046202,122.54930473486138,95.55080361439838,172.0567741250557,153.68240126092675
2023-10-20,106.91372325890387,122.69126905727181,96.20886598481938,174.88560933650487,154.4056180809722
2023-10-23,107.6996124813899,121.6611002082363,96.24114208357615,173.68933662324906,152.7233906824473
2023-10-24,109.22106204036616,122.0846923860931,97.9205046092748,177.23439586521593,157.4321716713759
2023-10-25,110.52603760095168,121.9918757106565,98.17641149838292,177.26244543139708,154.9405906341747
2023-10-26,111.44524894696923,121.72683557666679,98.48611158246466,174.57895327055408,155.7365963603479
2023-10-27,111.07934845799153,122.78393175743751,98.03758778931628,174.92970832382554,157.24301719747154
2023-10-30,112.14655781036527,124.07900758435808,98.04207944455509,173.7241683030689,158.27974987158564
2023-10-31,111.16259483807708,123.31015016273474,98.58298019823852,175.43484391931221,157.99579169126255
2023-11-01,110.90227168552225,122.47341222948427,96.14280242858312,174.28068198024772,157.83503258536342
2023-11-02,110.3117877807939,122.12121885947917,94.28505608064975,173.52987770611733,158.05811040293582
2023-11-03,110.47532386694895,118.55222927405356,95.42109308293732,170.02718614116225,157.85926887081828
2023-11-06,113.5991133864184,116.30003521794852,95.7515345698559,169.28325437475326,160.11575782311428
2023-11-07,111.11047689908268,118.44802307335107,95.57346064910303,164.87128034052034,165.1990043475659
2023-11-08,112.08104050188466,121.06389794739076,95.68590368533373,162.09766215785103,164.0418043216306
2023-11-09,109.96802254761353,120.75670211813896,96.27090104238086,163.55079657349287,161.02716843239372
2023-11-10,109.40023759019051,121.7463323363659,95.57809759177304,165.0626277122811,160.95696885136786
2023-11-13,110.88451515737212,122.32417111081378,94.54828460459603,165.9341638633196,166.89884516353868
2023-11-14,111.0254893199713,127.30587808755398,94.91113055450168,164.26872620599244,165.15451123772914
2023-11-15,109.64511636865153,129.24786227561992,93.60367357559288,164.281075121027,169.0765403348246
2023-11-16,108.75878422554702,129.1234058010105,94.26112624704443,164.373133647155,173.18303945814597
2023-11-17,109.70011031689843,127.60981791614918,91.93864953968861,162.3773131547866,171.97937656941056
2023-11-20,108.79350477120306,125.0341665972287,93.44068201620249,165.16003508794608,173.48690704398166
2023-11-21,109.13049298677014,125.45240929371226,94.1871760961543,166.85308816265837,177.5807734798409
2023-11-22,109.24473756152373,124.30670767774672,94.63366531971594,166.54764591301128,176.78027693373366
2023-11-23,108.44515302267415,122.09537858352802,96.11377036381472,166.6968300056814,176.41785526116033
2023-11-24,111.28937973725279,121.15457905445182,98.60139818167033,167.1789523923227,175.12232495537688
2023-11-27,112.19160588469043,119.53593884942381,100.19041404030014,163.52457370373156,172.77453100413845
2023-11-28,109.52125370032167,122.24137677778297,97.51401614143785,163.17807311078906,171.34224990217757
2023-11-29,109.82106285090842,123.72799289177733,95.73012842113799,162.05184632437343,168.54334619535848
2023-11-30,109.00383626703936,123.80177878099563,94.91907609647622,160.36361934106006,168.75860445737973
2023-12-01,110.17336022902921,126.27029634572655,95.04165134066905,159.96397664864944,167.0744568297437
2023-12-04,109.18067083549185,126.48568670191618,95.86517634892732,163.22317097626663,167.75495155438387
2023-12-05,109.084937151126,125.1580050751508,94.90785162815985,164.47170932190096,164.23502673309144
2023-12-06,109.80051768677797,127.72382090161241,95.25915318020613,163.53702171493242,165.1272044874426
2023-12-07,110.99614236774012,128.7080390249651,94.26552934112694,164.665167238192,167.1862425530898
2023-12-08,109.45290118835138,127.0626097116585,93.48569257652557,167.2986424054371,162.65343915697258
2023-12-11,109.068282070379,126.83714945929385,91.59728939695476,169.10061114949048,163.63534413364772
2023-12-12,108.50119858142571,125.48214346135534,90.41124201503837,169.31299036814244,166.5787129418727
2023-12-13,107.70480512308605,123.31426419692882,88.6594998727562,168.20969535782623,163.89096969601235
2023-12-14,110.04043238448602,124.88532591813122,87.44148690441912,169.60254841466232,167.8597556168876
2023-12-15,110.6302249516617,128.0727011992359,88.90216432303359,170.43840730915713,168.97875342053533
2023-12-18,109.01163755806522,125.83381383922254,87.71612203057867,172.21899872675294,167.4460880798132
2023-12-19,110.26683498365237,126.84282486856011,91.25860173686195,173.5256052947455,167.4493085558226
